fid,Pressure_h,Temperatur,Humidity_p,Radiation_,UV_mWcm2,Latitude,Longitude,Altitude_m,SO2_October_2025,O3_October_2025,NO2_October_2025,CO_October_2025,UVAI_October_2025
746,836.72,31.4,57.26,12,0.23,25.293478,76.21014,1585.54258656128,-0.00006,0.12529,0.00002,0.02926,-0.05394
747,838.04,10.12,79.4,48,1.08,25.545353,76.847799,1572.72062645119,0.00038,0.1249,0.00002,0.0291,-0.18331
748,838.62,31.43,57.83,0,0.22,25.29338,76.210001,1567.0919057953,-0.00006,0.12529,0.00002,0.02926,-0.05394
749,839.9,10.19,79.62,60,1.04,25.545527,76.848033,1554.68104746757,0.00038,0.1249,0.00002,0.0291,-0.18331
750,840.38,31.43,57.16,12,0.25,25.293393,76.209884,1550.03092393693,-0.00006,0.12529,0.00002,0.02926,-0.05394
751,841.9,10.28,79.74,12,1.04,25.545654,76.848221,1535.31970738754,0.00038,0.1249,0.00002,0.0291,-0.18331
752,842.41,31.47,58.38,24,0.22,25.29337,76.209678,1530.38852571733,-0.00006,0.12529,0.00002,0.02926,-0.05394
753,843.79,10.36,79.96,12,1.05,25.545654,76.848221,1517.05743804109,0.00038,0.1249,0.00002,0.0291,-0.18331
754,844.15,31.48,57.2,0,0.25,25.293379,76.209323,1513.58266667039,-0.00006,0.12529,0.00002,0.02926,-0.05394
755,845.73,10.45,80.48,24,1,25.545893,76.848546,1498.34645626057,0.00038,0.1249,0.00002,0.0291,-0.18331
756,845.95,31.49,57.58,36,0.22,25.293379,76.209323,1496.22678709271,-0.00006,0.12529,0.00002,0.02926,-0.05394
757,847.63,10.55,80.79,24,1.03,25.546049,76.848733,1480.05492469535,0.00038,0.1249,0.00002,0.0291,-0.18331
758,847.82,31.53,58.19,48,0.26,25.293393,76.209183,1478.22759812242,-0.00006,0.12529,0.00002,0.02926,-0.05394
759,849.56,10.65,80.77,36,1.01,25.546197,76.84892,1461.50853874522,0.00038,0.1249,0.00002,0.0291,-0.18331
760,849.69,31.53,57.9,12,0.22,25.293419,76.208968,1460.26052715711,-0.00006,0.12529,0.00002,0.02926,-0.05394
761,851.53,10.72,80.77,60,1.07,25.546334,76.849096,1442.61292313172,0.00038,0.1249,0.00002,0.0291,-0.18331
762,851.59,31.55,58,60,0.25,25.293353,76.208762,1442.03797784569,-0.00006,0.12529,0.00002,0.02926,-0.05394
763,853.38,10.83,81.24,48,0.99,25.546334,76.849096,1424.90051094694,0.00038,0.1249,0.00002,0.0291,-0.18331
764,853.44,31.58,58.81,12,0.27,25.293369,76.208549,1424.32657508833,-0.00006,0.12529,0.00002,0.02926,-0.05394
765,855.23,10.98,82.34,60,1.03,25.546728,76.849688,1407.21916375675,0.00038,0.1249,0.00002,0.0291,-0.18331
766,855.26,31.59,59.3,24,0.28,25.293369,76.208549,1406.93269449671,-0.00006,0.12529,0.00002,0.02926,-0.05394
767,857.07,11.09,82.72,12,1.06,25.546961,76.850074,1389.66408468027,0.00038,0.1249,0.00002,0.0291,-0.18331
768,857.1,31.6,58.9,48,0.28,25.293313,76.208182,1389.37811350776,-0.00006,0.12529,0.00002,0.02926,-0.05394
769,858.88,31.62,59.46,36,0.3,25.29323,76.208016,1372.42497973905,-0.00006,0.12529,0.00002,0.02926,-0.05394
770,858.92,11.18,83.08,60,1.15,25.547191,76.850477,1372.0443374127,0.00038,0.1249,0.00002,0.0291,-0.18331
771,860.71,31.63,59.1,12,0.31,25.293302,76.207815,1355.02526843747,-0.00006,0.12529,0.00002,0.02926,-0.05394
772,860.86,11.27,83.35,24,1.13,25.547364,76.85095,1353.60039134277,0.00038,0.1249,0.00002,0.0291,-0.18331
773,862.43,31.65,59.47,24,0.33,25.293266,76.207634,1338.69872906062,-0.00006,0.12529,0.00002,0.02926,-0.05394
774,862.64,11.37,83.37,12,1.15,25.547364,76.85095,1336.70717902372,0.00038,0.1249,0.00002,0.0291,-0.18331
775,864.3,31.66,59.05,12,0.33,25.293293,76.207421,1320.97825159387,-0.00006,0.12529,0.00002,0.02926,-0.05394
776,864.53,11.47,83.63,0,1.15,25.54755,76.851879,1318.80087223687,0.00038,0.1249,0.00002,0.0291,-0.18331
777,866.2,31.67,59.76,12,0.35,25.293217,76.207269,1303.00525641805,-0.00006,0.12529,0.00002,0.02926,-0.05394
778,866.44,11.53,83.66,36,1.13,25.547579,76.85237,1300.73725480373,0.00038,0.1249,0.00002,0.0291,-0.18331
779,868.16,31.69,58.89,12,0.34,25.293265,76.206952,1284.4981127659,-0.00006,0.12529,0.00002,0.02926,-0.05394
780,868.38,11.67,84.66,0,0.98,25.547567,76.852827,1282.42289286013,0.00038,0.1249,0.00002,0.0291,-0.18331
781,869.9,31.7,59.48,12,0.31,25.293265,76.206952,1268.09662979064,-0.00006,0.12529,0.00002,0.02926,-0.05394
782,870.21,11.75,84.47,12,1.01,25.547531,76.853262,1265.1773150244,0.00038,0.1249,0.00002,0.0291,-0.18331
783,871.82,31.72,59.98,24,0.33,25.293253,76.206834,1250.02924208485,-0.00006,0.12529,0.00002,0.02926,-0.05394
784,872.29,11.83,84.58,12,1.02,25.547531,76.853262,1245.61140551646,0.00038,0.1249,0.00002,0.0291,-0.18331
785,873.83,31.74,59.57,24,0.32,25.293222,76.206743,1231.14943272058,-0.00006,0.12529,0.00002,0.02926,-0.05394
786,874.28,11.94,85.43,36,1.01,25.54772,76.853981,1226.92742810371,0.00038,0.1249,0.00002,0.0291,-0.18331
787,875.65,31.74,60.1,0,0.31,25.293232,76.206583,1214.08459382347,-0.00006,0.12529,0.00002,0.02926,-0.05394
788,876.42,12.03,85.01,60,1,25.547933,76.854152,1206.87349908248,0.00038,0.1249,0.00002,0.0291,-0.18331
789,877.62,31.75,59.66,0,0.32,25.293267,76.206264,1195.64564998927,-0.00006,0.12529,0.00002,0.02926,-0.05394
790,878.63,12.15,84.78,12,1.01,25.548114,76.854304,1186.2051742808,0.00038,0.1249,0.00002,0.0291,-0.18331
791,879.49,31.78,60.28,12,0.33,25.293267,76.206264,1178.17367353411,-0.00006,0.12529,0.00002,0.02926,-0.05394
792,880.91,12.27,84.84,48,1.03,25.548296,76.854491,1164.92626642218,0.00038,0.1249,0.00002,0.0291,-0.18331
793,881.29,31.81,59.87,48,0.31,25.293376,76.206109,1161.38411861837,-0.00006,0.12529,0.00002,0.02926,-0.05394
794,883.12,31.82,61.13,60,0.28,25.293364,76.2059,1144.34317931646,-0.00006,0.12529,0.00002,0.02926,-0.05394
795,883.17,12.35,85.27,12,0.96,25.548659,76.855111,1143.87798133005,0.00038,0.1249,0.00002,0.0291,-0.18331
796,885.07,31.82,60.18,24,0.29,25.293482,76.205693,1126.21624007808,-0.00006,0.12529,0.00002,0.02926,-0.05394
797,885.34,12.44,85.34,48,1.05,25.548659,76.855111,1123.70890567754,0.00038,0.1249,0.00002,0.0291,-0.18331
798,886.88,31.83,60.71,0,0.32,25.293547,76.205571,1109.41963878007,-0.00006,0.12529,0.00002,0.02926,-0.05394
799,887.64,12.57,84.97,24,0.94,25.548802,76.855523,1102.37519574864,0.00038,0.1249,0.00002,0.0291,-0.18331
800,888.57,31.84,60.49,12,0.24,25.293582,76.205294,1093.76166375366,-0.00006,0.12529,0.00002,0.02926,-0.05394
801,889.83,12.65,85.6,24,1,25.548943,76.85589,1082.10335455864,0.00038,0.1249,0.00002,0.0291,-0.18331
802,890.49,31.85,60.65,24,0.28,25.293654,76.2051,1076.00195508311,-0.00006,0.12529,0.00002,0.02926,-0.05394
803,892.02,12.74,85.77,24,0.99,25.548943,76.85589,1061.87187262487,0.00038,0.1249,0.00002,0.0291,-0.18331
804,892.61,31.87,60.62,24,0.29,25.293722,76.204938,1056.42826001111,-0.00006,0.12529,0.00002,0.02926,-0.05394
805,894.39,12.81,85.53,60,1.01,25.54904,76.856224,1040.02279320684,0.00038,0.1249,0.00002,0.0291,-0.18331
806,894.5,31.87,60.6,24,0.29,25.293817,76.204614,1039.00983988634,-0.00006,0.12529,0.00002,0.02926,-0.05394
807,896.62,31.89,59.82,36,0.32,25.293914,76.204423,1019.50714395682,-0.00006,0.12529,0.00002,0.02926,-0.05394
808,896.7,12.92,85.7,36,1.11,25.549083,76.856437,1018.77192457301,0.00038,0.1249,0.00002,0.0291,-0.18331
809,898.7,31.9,60.56,60,0.3,25.293974,76.204184,1000.40867897273,-0.00006,0.12529,0.00002,0.02926,-0.05394
810,899.11,13.03,86.07,12,1.07,25.548888,76.856652,996.648301455674,0.00038,0.1249,0.00002,0.0291,-0.18331
811,900.77,31.92,60.74,12,0.32,25.294102,76.203853,981.43753532945,-0.00006,0.12529,0.00002,0.02926,-0.05394
812,901.14,13.16,86.29,0,1.11,25.548888,76.856652,978.050277649472,0.00038,0.1249,0.00002,0.0291,-0.18331
813,902.82,31.94,61.18,0,0.31,25.294343,76.203269,962.684447588273,-0.00006,0.12529,0.00002,0.02926,-0.05394
814,903.3,13.26,86.43,36,1.08,25.548301,76.857259,958.298463244657,0.00038,0.1249,0.00002,0.0291,-0.18331
815,904.84,31.93,61.39,0,0.28,25.294343,76.203269,944.239492065493,-0.00006,0.12529,0.00002,0.02926,-0.05394
816,905.41,13.39,87.04,12,0.98,25.548001,76.857652,939.040759529478,0.00038,0.1249,0.00002,0.0291,-0.18331
817,907.29,31.94,61.15,48,0.33,25.294477,76.202981,921.912826807724,-0.00006,0.12529,0.00002,0.02926,-0.05394
818,907.45,13.53,87.26,24,0.97,25.547891,76.858041,920.456457795869,0.00038,0.1249,0.00002,0.0291,-0.18331
819,909.29,31.96,61.8,36,0.31,25.294579,76.202707,903.723141275554,-0.00006,0.12529,0.00002,0.02926,-0.05394
820,909.8,13.6,86.82,96,0.98,25.547891,76.858041,899.089955815342,0.00038,0.1249,0.00002,0.0291,-0.18331
821,911.25,31.96,61.75,12,0.31,25.294775,76.202389,885.928653405729,-0.00006,0.12529,0.00002,0.02926,-0.05394
822,912.01,13.71,87.29,24,0.92,25.547824,76.858627,879.037087839118,0.00038,0.1249,0.00002,0.0291,-0.18331
823,913.26,31.98,62,12,0.31,25.29523,76.201761,867.712383432788,-0.00006,0.12529,0.00002,0.02926,-0.05394
824,914.15,13.81,87.85,0,0.85,25.547834,76.858915,859.656841120979,0.00038,0.1249,0.00002,0.0291,-0.18331
825,915.22,31.98,61.92,36,0.32,25.29523,76.201761,849.980490716737,-0.00006,0.12529,0.00002,0.02926,-0.05394
826,916.52,13.89,87.84,48,0.99,25.547834,76.858915,838.236495072497,0.00038,0.1249,0.00002,0.0291,-0.18331
827,917.1,31.99,62.05,12,0.3,25.295432,76.201412,833.00121723452,-0.00006,0.12529,0.00002,0.02926,-0.05394
828,918.6,14,88.22,24,1.04,25.547782,76.859465,819.474127565181,0.00038,0.1249,0.00002,0.0291,-0.18331
829,919.2,32,62.2,48,0.29,25.295645,76.201083,814.068299438204,-0.00006,0.12529,0.00002,0.02926,-0.05394
830,920.87,14.05,88.21,12,0.94,25.547809,76.859742,799.037107121112,0.00038,0.1249,0.00002,0.0291,-0.18331
831,921.21,32.01,62.74,0,0.25,25.295975,76.200734,795.979569130495,-0.00006,0.12529,0.00002,0.02926,-0.05394
832,923.21,32.02,62.83,36,0.22,25.296208,76.200322,778.012525438965,-0.00006,0.12529,0.00002,0.02926,-0.05394
833,923.53,14.14,88.26,12,0.95,25.547829,76.860047,775.140723914162,0.00038,0.1249,0.00002,0.0291,-0.18331
834,925.28,32.03,63.68,12,0.21,25.296476,76.199933,759.449796065622,-0.00006,0.12529,0.00002,0.02926,-0.05394
835,926.03,14.23,88.49,48,0.97,25.547829,76.860047,752.73246806932,0.00038,0.1249,0.00002,0.0291,-0.18331
836,927.68,32.05,63.42,0,0.21,25.296809,76.199381,737.969839054409,-0.00006,0.12529,0.00002,0.02926,-0.05394
837,928.84,14.32,88.86,12,0.99,25.547823,76.860237,727.603986421322,0.00038,0.1249,0.00002,0.0291,-0.18331
838,929.71,32.06,63.43,24,0.26,25.297467,76.198412,719.836473941311,-0.00006,0.12529,0.00002,0.02926,-0.05394
839,931.57,14.43,88.99,0,1.02,25.54776,76.860278,703.249790480038,0.00038,0.1249,0.00002,0.0291,-0.18331
840,931.66,32.06,63.42,12,0.22,25.297467,76.198412,702.447889431208,-0.00006,0.12529,0.00002,0.02926,-0.05394
841,933.8,32.07,63.7,0,0.27,25.297735,76.197966,683.39891725975,-0.00006,0.12529,0.00002,0.02926,-0.05394
842,934.58,14.5,89.28,24,1.02,25.547615,76.860293,676.46462366654,0.00038,0.1249,0.00002,0.0291,-0.18331
843,935.96,32.08,64.37,0,0.25,25.297876,76.197532,664.207729684162,-0.00006,0.12529,0.00002,0.02926,-0.05394
844,937.39,14.62,89.33,36,1.04,25.547391,76.860319,651.522174006193,0.00038,0.1249,0.00002,0.0291,-0.18331
845,938.23,32.07,65,48,0.27,25.29824,76.197095,644.077823078465,-0.00006,0.12529,0.00002,0.02926,-0.05394
846,939.85,14.71,89.56,36,1.03,25.547048,76.860347,629.736088067172,0.00038,0.1249,0.00002,0.0291,-0.18331
847,940.62,32.07,65.12,12,0.27,25.298455,76.19628,622.926354705387,-0.00006,0.12529,0.00002,0.02926,-0.05394
848,942.31,14.84,90.26,0,0.9,25.547048,76.860347,607.99612764755,0.00038,0.1249,0.00002,0.0291,-0.18331
849,943.96,32.07,64.95,36,0.27,25.298455,76.19628,593.4401826486,-0.00006,0.12529,0.00002,0.02926,-0.05394
850,944.68,14.94,90.16,12,0.94,25.54685,76.860383,587.094953350652,0.00038,0.1249,0.00002,0.0291,-0.18331
851,946.63,32.07,64.91,0,0.28,25.298546,76.195948,569.929600715883,-0.00006,0.12529,0.00002,0.02926,-0.05394
852,946.7,15.03,90.41,12,1.04,25.546737,76.860372,569.313941120106,0.00038,0.1249,0.00002,0.0291,-0.18331
853,948.87,15.14,90.46,36,1.08,25.546636,76.860367,550.246751909078,0.00038,0.1249,0.00002,0.0291,-0.18331
854,949.26,32.08,65.44,24,0.26,25.298578,76.195558,546.823673828377,-0.00006,0.12529,0.00002,0.02926,-0.05394
855,951.18,15.24,90.61,12,1.02,25.546447,76.860407,529.988181573951,0.00038,0.1249,0.00002,0.0291,-0.18331
856,951.57,32.06,65.32,24,0.28,25.298558,76.195309,526.571835156945,-0.00006,0.12529,0.00002,0.02926,-0.05394
857,953.73,15.3,90.47,0,1.01,25.546447,76.860407,507.671034412869,0.00038,0.1249,0.00002,0.0291,-0.18331
858,954.07,32.07,65.54,12,0.24,25.298563,76.195073,504.69906654912,-0.00006,0.12529,0.00002,0.02926,-0.05394
859,956.27,15.39,90.37,12,1,25.54606,76.860936,485.489386877862,0.00038,0.1249,0.00002,0.0291,-0.18331
860,956.46,32.09,66.02,12,0.24,25.298563,76.195073,483.832048393512,-0.00006,0.12529,0.00002,0.02926,-0.05394
861,958.74,15.54,90.76,24,0.98,25.545909,76.861352,463.964751523865,0.00038,0.1249,0.00002,0.0291,-0.18331
862,958.82,32.08,66.31,36,0.24,25.298593,76.194376,463.268348417598,-0.00006,0.12529,0.00002,0.02926,-0.05394
863,961,15.62,90.73,0,0.97,25.545909,76.861352,444.309449066197,0.00038,0.1249,0.00002,0.0291,-0.18331
864,961.1,32.06,66.64,12,0.24,25.298563,76.194101,443.440610485922,-0.00006,0.12529,0.00002,0.02926,-0.05394
865,963.37,15.72,90.7,60,0.95,25.54568,76.862194,423.737637743615,0.00038,0.1249,0.00002,0.0291,-0.18331
866,963.67,32.05,67.42,60,0.23,25.298589,76.193938,421.136533861245,-0.00006,0.12529,0.00002,0.02926,-0.05394
867,965.9,15.82,90.92,24,1,25.54547,76.86254,401.822186025632,0.00038,0.1249,0.00002,0.0291,-0.18331
868,966.14,32.05,67.09,24,0.24,25.298537,76.19373,399.745664601607,-0.00006,0.12529,0.00002,0.02926,-0.05394
869,968.33,15.92,90.9,48,0.99,25.545281,76.862844,380.816676465745,0.00038,0.1249,0.00002,0.0291,-0.18331
870,969.17,32.04,67.57,12,0.27,25.298402,76.193503,373.56544004915,-0.00006,0.12529,0.00002,0.02926,-0.05394
871,970.28,16,91.01,36,0.96,25.545059,76.863162,363.991250606027,0.00038,0.1249,0.00002,0.0291,-0.18331
872,971.44,16.12,91.35,24,0.97,25.545059,76.863162,353.995263904187,0.00038,0.1249,0.00002,0.0291,-0.18331
873,971.89,32.04,67.84,12,0.23,25.298245,76.193078,350.120112318394,-0.00006,0.12529,0.00002,0.02926,-0.05394
874,972.74,38.97,44.94,24,0,25.545084,76.864789,342.804343843258,0.00038,0.1249,0.00002,0.0291,-0.18331
875,972.79,38.97,44.92,36,0,25.545084,76.864789,342.374165746629,0.00038,0.1249,0.00002,0.0291,-0.18331
876,972.83,39.39,43.57,84,0,25.545093,76.864794,342.030036159841,0.00038,0.1249,0.00002,0.0291,-0.18331
877,972.84,39,44.53,12,0,25.545084,76.864787,341.944005553379,0.00038,0.1249,0.00002,0.0291,-0.18331
878,972.86,39.34,43.26,60,0,25.545093,76.864794,341.771946488656,0.00038,0.1249,0.00002,0.0291,-0.18331
879,972.86,39.06,44.21,12,0,25.545087,76.864787,341.771946488656,0.00038,0.1249,0.00002,0.0291,-0.18331
880,972.86,39.04,44.36,24,0.02,25.545086,76.864786,341.771946488656,0.00038,0.1249,0.00002,0.0291,-0.18331
881,972.88,39.12,44.46,36,0.04,25.545083,76.864791,341.5998902881,0.00038,0.1249,0.00002,0.0291,-0.18331
882,972.88,39.02,44.49,48,0,25.545084,76.864787,341.5998902881,0.00038,0.1249,0.00002,0.0291,-0.18331
883,972.88,38.99,44.89,24,0,25.545083,76.864789,341.5998902881,0.00038,0.1249,0.00002,0.0291,-0.18331
884,972.9,39.89,47.87,36,0.13,25.545117,76.864782,341.427836951605,0.00038,0.1249,0.00002,0.0291,-0.18331
885,972.91,39.93,46.83,84,0.03,25.545154,76.864795,341.341811357348,0.00038,0.1249,0.00002,0.0291,-0.18331
886,972.92,39.08,44.15,48,0.01,25.545084,76.864785,341.255786479071,0.00038,0.1249,0.00002,0.0291,-0.18331
887,972.93,39.91,46.65,0,0.03,25.545146,76.864794,341.169762316749,0.00038,0.1249,0.00002,0.0291,-0.18331
888,972.93,39.2,43.13,36,0,25.545083,76.864791,341.169762316749,0.00038,0.1249,0.00002,0.0291,-0.18331
889,972.94,39.88,47.49,36,0.18,25.545141,76.864788,341.083738870377,0.00038,0.1249,0.00002,0.0291,-0.18331
890,972.94,39.88,47.42,48,0.19,25.545139,76.864784,341.083738870377,0.00038,0.1249,0.00002,0.0291,-0.18331
891,972.94,39.88,47.73,60,0.11,25.545109,76.864785,341.083738870377,0.00038,0.1249,0.00002,0.0291,-0.18331
