fid,Pressure_h,Temperatur,Humidity_p,Radiation_,UV_mWcm2,Latitude,Longitude,Altitude_m,SO2_October_2025,O3_October_2025,NO2_October_2025,CO_October_2025,UVAI_October_2025
2662,984.66,30.6,72.84,12,0.04,25.297804,76.191802,240.75283500468,-0.00006,0.12529,0.00002,0.02926,-0.05394
2663,984.67,31.12,70.81,12,0.06,25.297811,76.191804,240.667642299087,-0.00006,0.12529,0.00002,0.02926,-0.05394
2664,984.67,31.02,71.37,12,0.06,25.297809,76.191806,240.667642299087,-0.00006,0.12529,0.00002,0.02926,-0.05394
2665,984.67,30.96,72.15,72,0.06,25.29781,76.191801,240.667642299087,-0.00006,0.12529,0.00002,0.02926,-0.05394
2666,984.67,30.91,72.19,24,0.05,25.29781,76.191802,240.667642299087,-0.00006,0.12529,0.00002,0.02926,-0.05394
2667,984.67,30.8,71.93,24,0.05,25.297809,76.191803,240.667642299087,-0.00006,0.12529,0.00002,0.02926,-0.05394
2668,984.67,30.78,72.36,0,0.05,25.297808,76.191802,240.667642299087,-0.00006,0.12529,0.00002,0.02926,-0.05394
2669,984.67,30.7,72.76,12,0.05,25.297807,76.1918,240.667642299087,-0.00006,0.12529,0.00002,0.02926,-0.05394
2670,984.67,30.7,72.71,36,0.04,25.297807,76.1918,240.667642299087,-0.00006,0.12529,0.00002,0.02926,-0.05394
2671,984.67,30.59,73.17,36,0.04,25.297805,76.191802,240.667642299087,-0.00006,0.12529,0.00002,0.02926,-0.05394
2672,984.68,31.04,71.27,48,0.06,25.297809,76.191805,240.582450294065,-0.00006,0.12529,0.00002,0.02926,-0.05394
2673,984.68,30.87,72.2,24,0.04,25.297809,76.191802,240.582450294065,-0.00006,0.12529,0.00002,0.02926,-0.05394
2674,984.68,30.77,72.29,24,0.04,25.297808,76.191802,240.582450294065,-0.00006,0.12529,0.00002,0.02926,-0.05394
2675,984.68,30.74,72.68,24,0.05,25.297806,76.1918,240.582450294065,-0.00006,0.12529,0.00002,0.02926,-0.05394
2676,984.68,30.61,72.71,36,0.05,25.297804,76.191802,240.582450294065,-0.00006,0.12529,0.00002,0.02926,-0.05394
2677,984.68,30.55,73.12,12,0.04,25.297805,76.191802,240.582450294065,-0.00006,0.12529,0.00002,0.02926,-0.05394
2678,984.69,31.21,71.07,48,0.05,25.297809,76.191799,240.497258989607,-0.00006,0.12529,0.00002,0.02926,-0.05394
2679,984.69,31.19,70.85,36,0.06,25.297811,76.191801,240.497258989607,-0.00006,0.12529,0.00002,0.02926,-0.05394
2680,984.69,31.16,71.08,24,0.05,25.297812,76.191803,240.497258989607,-0.00006,0.12529,0.00002,0.02926,-0.05394
2681,984.69,31.08,70.84,24,0.06,25.297809,76.191806,240.497258989607,-0.00006,0.12529,0.00002,0.02926,-0.05394
2682,984.69,31.05,71.28,12,0.07,25.297809,76.191805,240.497258989607,-0.00006,0.12529,0.00002,0.02926,-0.05394
2683,984.69,31.02,71.37,48,0.06,25.29781,76.191805,240.497258989607,-0.00006,0.12529,0.00002,0.02926,-0.05394
2684,984.69,30.97,72.12,36,0.06,25.297809,76.191802,240.497258989607,-0.00006,0.12529,0.00002,0.02926,-0.05394
2685,984.69,30.54,73.08,12,0.03,25.297805,76.191802,240.497258989607,-0.00006,0.12529,0.00002,0.02926,-0.05394
2686,984.69,30.49,73.21,48,0.04,25.297803,76.191803,240.497258989607,-0.00006,0.12529,0.00002,0.02926,-0.05394
2687,984.7,31.13,70.87,24,0.05,25.297811,76.191804,240.412068385696,-0.00006,0.12529,0.00002,0.02926,-0.05394
2688,984.7,30.96,72.19,36,0.05,25.29781,76.191801,240.412068385696,-0.00006,0.12529,0.00002,0.02926,-0.05394
2689,984.7,30.69,72.79,24,0.04,25.297806,76.1918,240.412068385696,-0.00006,0.12529,0.00002,0.02926,-0.05394
2690,984.7,30.59,73.02,84,0.05,25.297804,76.191802,240.412068385696,-0.00006,0.12529,0.00002,0.02926,-0.05394
2691,984.7,30.53,73.18,24,0.04,25.297804,76.191802,240.412068385696,-0.00006,0.12529,0.00002,0.02926,-0.05394
2692,984.71,31.09,70.88,0,0.06,25.29781,76.191805,240.326878482324,-0.00006,0.12529,0.00002,0.02926,-0.05394
2693,984.71,30.68,72.57,60,0.03,25.297806,76.1918,240.326878482324,-0.00006,0.12529,0.00002,0.02926,-0.05394
2694,984.71,30.4,74.1,60,0.04,25.297804,76.1918,240.326878482324,-0.00006,0.12529,0.00002,0.02926,-0.05394
2695,984.72,31.31,70.73,24,0.07,25.297807,76.1918,240.241689279479,-0.00006,0.12529,0.00002,0.02926,-0.05394
2696,984.72,30.82,72.21,12,0.05,25.29781,76.191802,240.241689279479,-0.00006,0.12529,0.00002,0.02926,-0.05394
2697,984.72,30.79,72.23,24,0.06,25.297808,76.191802,240.241689279479,-0.00006,0.12529,0.00002,0.02926,-0.05394
2698,984.72,30.63,73.01,24,0.05,25.297805,76.191801,240.241689279479,-0.00006,0.12529,0.00002,0.02926,-0.05394
2699,984.73,31.46,69.88,60,0.06,25.297811,76.191811,240.156500777145,-0.00006,0.12529,0.00002,0.02926,-0.05394
2700,984.73,31.36,70.21,48,0.06,25.297806,76.191805,240.156500777145,-0.00006,0.12529,0.00002,0.02926,-0.05394
2701,984.73,30.85,72.18,24,0.06,25.297809,76.191803,240.156500777145,-0.00006,0.12529,0.00002,0.02926,-0.05394
2702,984.74,31.22,70.7,12,0.05,25.297809,76.191799,240.071312975302,-0.00006,0.12529,0.00002,0.02926,-0.05394
2703,984.74,30.74,72.4,60,0.04,25.297807,76.191801,240.071312975302,-0.00006,0.12529,0.00002,0.02926,-0.05394
2704,984.74,30.72,72.67,36,0.05,25.297807,76.1918,240.071312975302,-0.00006,0.12529,0.00002,0.02926,-0.05394
2705,984.74,30.55,73.15,72,0.04,25.297805,76.191802,240.071312975302,-0.00006,0.12529,0.00002,0.02926,-0.05394
2706,984.75,31.37,70.64,36,0.06,25.297806,76.191805,239.98612587395,-0.00006,0.12529,0.00002,0.02926,-0.05394
2707,984.75,31.36,69.98,72,0.06,25.297807,76.191805,239.98612587395,-0.00006,0.12529,0.00002,0.02926,-0.05394
2708,984.75,31.18,70.96,12,0.05,25.297811,76.191802,239.98612587395,-0.00006,0.12529,0.00002,0.02926,-0.05394
2709,984.75,31.16,70.94,24,0.06,25.297812,76.191803,239.98612587395,-0.00006,0.12529,0.00002,0.02926,-0.05394
2710,984.76,31.41,70.06,0,0.07,25.297807,76.191807,239.90093947307,-0.00006,0.12529,0.00002,0.02926,-0.05394
2711,984.76,31.35,70.04,12,0.07,25.297806,76.191805,239.90093947307,-0.00006,0.12529,0.00002,0.02926,-0.05394
2712,984.76,31.33,69.76,48,0.06,25.297806,76.191801,239.90093947307,-0.00006,0.12529,0.00002,0.02926,-0.05394
2713,984.76,31.3,70.74,36,0.07,25.297807,76.1918,239.90093947307,-0.00006,0.12529,0.00002,0.02926,-0.05394
2714,984.76,31.27,70.7,24,0.06,25.297808,76.191798,239.90093947307,-0.00006,0.12529,0.00002,0.02926,-0.05394
2715,984.77,31.34,69.47,36,0.06,25.297806,76.191804,239.815753772647,-0.00006,0.12529,0.00002,0.02926,-0.05394
2716,984.77,31.29,70.7,48,0.05,25.297808,76.1918,239.815753772647,-0.00006,0.12529,0.00002,0.02926,-0.05394
2717,984.77,31.26,70.73,24,0.06,25.297808,76.191799,239.815753772647,-0.00006,0.12529,0.00002,0.02926,-0.05394
2718,984.77,31.21,70.83,36,0.05,25.29781,76.1918,239.815753772647,-0.00006,0.12529,0.00002,0.02926,-0.05394
2719,984.77,30.82,72.2,36,0.05,25.297809,76.191803,239.815753772647,-0.00006,0.12529,0.00002,0.02926,-0.05394
2720,984.78,31.44,69.84,12,0.06,25.297811,76.191811,239.730568772672,-0.00006,0.12529,0.00002,0.02926,-0.05394
2721,984.78,31.39,70.34,36,0.06,25.297806,76.191805,239.730568772672,-0.00006,0.12529,0.00002,0.02926,-0.05394
2722,984.78,31.24,70.75,72,0.06,25.297808,76.191799,239.730568772672,-0.00006,0.12529,0.00002,0.02926,-0.05394
2723,984.79,31.48,69.94,0,0.06,25.297809,76.191808,239.645384473133,-0.00006,0.12529,0.00002,0.02926,-0.05394
2724,984.79,31.19,70.9,0,0.05,25.297811,76.191801,239.645384473133,-0.00006,0.12529,0.00002,0.02926,-0.05394
2725,984.8,31.71,69.64,24,0.08,25.297808,76.191806,239.560200874012,-0.00006,0.12529,0.00002,0.02926,-0.05394
2726,984.8,31.32,71.09,72,0.06,25.297806,76.191801,239.560200874012,-0.00006,0.12529,0.00002,0.02926,-0.05394
2727,984.81,31.78,69.48,12,0.08,25.297805,76.191805,239.475017975298,-0.00006,0.12529,0.00002,0.02926,-0.05394
2728,984.81,31.6,69.81,24,0.08,25.297808,76.191809,239.475017975298,-0.00006,0.12529,0.00002,0.02926,-0.05394
2729,984.81,31.49,69.92,36,0.06,25.297809,76.191808,239.475017975298,-0.00006,0.12529,0.00002,0.02926,-0.05394
2730,984.81,31.33,70.8,0,0.06,25.297806,76.191801,239.475017975298,-0.00006,0.12529,0.00002,0.02926,-0.05394
2731,984.81,31.28,70.59,12,0.07,25.297808,76.191799,239.475017975298,-0.00006,0.12529,0.00002,0.02926,-0.05394
2732,984.82,31.78,69.37,24,0.08,25.297806,76.191804,239.389835776983,-0.00006,0.12529,0.00002,0.02926,-0.05394
2733,984.82,31.73,69.62,48,0.08,25.297805,76.191805,239.389835776983,-0.00006,0.12529,0.00002,0.02926,-0.05394
2734,984.82,31.62,69.68,12,0.08,25.297808,76.191808,239.389835776983,-0.00006,0.12529,0.00002,0.02926,-0.05394
2735,984.82,31.54,69.84,0,0.07,25.297808,76.191808,239.389835776983,-0.00006,0.12529,0.00002,0.02926,-0.05394
2736,984.82,31.43,70.01,36,0.06,25.297809,76.191809,239.389835776983,-0.00006,0.12529,0.00002,0.02926,-0.05394
2737,984.83,31.67,69.64,36,0.07,25.297808,76.191807,239.304654279046,-0.00006,0.12529,0.00002,0.02926,-0.05394
2738,984.83,31.66,69.66,0,0.08,25.29781,76.191808,239.304654279046,-0.00006,0.12529,0.00002,0.02926,-0.05394
2739,984.83,31.63,69.14,24,0.08,25.297809,76.191808,239.304654279046,-0.00006,0.12529,0.00002,0.02926,-0.05394
2740,984.83,31.58,69.89,48,0.07,25.297808,76.191808,239.304654279046,-0.00006,0.12529,0.00002,0.02926,-0.05394
2741,984.84,31.96,68.56,48,0.23,25.297889,76.191833,239.219473481481,-0.00006,0.12529,0.00002,0.02926,-0.05394
2742,984.84,31.57,69.88,48,0.08,25.297808,76.191808,239.219473481481,-0.00006,0.12529,0.00002,0.02926,-0.05394
2743,984.84,31.46,69.93,36,0.06,25.297811,76.191811,239.219473481481,-0.00006,0.12529,0.00002,0.02926,-0.05394
2744,984.84,31.44,69.8,24,0.07,25.297809,76.191809,239.219473481481,-0.00006,0.12529,0.00002,0.02926,-0.05394
2745,984.84,31.41,70.11,36,0.06,25.297807,76.191806,239.219473481481,-0.00006,0.12529,0.00002,0.02926,-0.05394
2746,984.85,31.95,69.51,36,0.08,25.297807,76.191804,239.134293384276,-0.00006,0.12529,0.00002,0.02926,-0.05394
2747,984.85,31.61,69.77,36,0.08,25.297808,76.191808,239.134293384276,-0.00006,0.12529,0.00002,0.02926,-0.05394
2748,984.85,31.53,69.88,24,0.08,25.297807,76.191807,239.134293384276,-0.00006,0.12529,0.00002,0.02926,-0.05394
2749,984.86,31.92,69.38,48,0.08,25.297807,76.191804,239.049113987409,-0.00006,0.12529,0.00002,0.02926,-0.05394
2750,984.86,31.82,69.43,12,0.07,25.297806,76.191804,239.049113987409,-0.00006,0.12529,0.00002,0.02926,-0.05394
2751,984.86,31.72,69.7,24,0.07,25.297808,76.191806,239.049113987409,-0.00006,0.12529,0.00002,0.02926,-0.05394
2752,984.87,31.97,66.95,48,0.09,25.297807,76.191805,238.963935290876,-0.00006,0.12529,0.00002,0.02926,-0.05394
2753,984.87,31.97,65.14,36,0.11,25.297806,76.1918,238.963935290876,-0.00006,0.12529,0.00002,0.02926,-0.05394
2754,984.87,31.91,69.42,96,0.09,25.297806,76.191804,238.963935290876,-0.00006,0.12529,0.00002,0.02926,-0.05394
2755,984.87,31.85,69.51,60,0.08,25.297806,76.191805,238.963935290876,-0.00006,0.12529,0.00002,0.02926,-0.05394
2756,984.87,31.75,69.55,36,0.07,25.297805,76.191805,238.963935290876,-0.00006,0.12529,0.00002,0.02926,-0.05394
2757,984.87,31.65,69.63,24,0.07,25.297809,76.191808,238.963935290876,-0.00006,0.12529,0.00002,0.02926,-0.05394
2758,984.88,32.01,69.33,48,0.06,25.297806,76.191805,238.878757294657,-0.00006,0.12529,0.00002,0.02926,-0.05394
2759,984.88,31.95,65.05,24,0.1,25.297807,76.191799,238.878757294657,-0.00006,0.12529,0.00002,0.02926,-0.05394
2760,984.88,31.93,69.39,0,0.09,25.297807,76.191804,238.878757294657,-0.00006,0.12529,0.00002,0.02926,-0.05394
2761,984.88,31.88,69.45,12,0.08,25.297807,76.191805,238.878757294657,-0.00006,0.12529,0.00002,0.02926,-0.05394
2762,984.88,31.72,69.65,0,0.07,25.297806,76.191806,238.878757294657,-0.00006,0.12529,0.00002,0.02926,-0.05394
2763,984.88,31.67,69.68,12,0.08,25.297809,76.191807,238.878757294657,-0.00006,0.12529,0.00002,0.02926,-0.05394
2764,984.88,31.56,69.85,36,0.07,25.297807,76.191808,238.878757294657,-0.00006,0.12529,0.00002,0.02926,-0.05394
2765,984.89,31.99,66.66,108,0.1,25.297806,76.191805,238.793579998748,-0.00006,0.12529,0.00002,0.02926,-0.05394
2766,984.89,31.96,69.32,36,0.09,25.297807,76.191804,238.793579998748,-0.00006,0.12529,0.00002,0.02926,-0.05394
2767,984.89,31.92,64.99,24,0.09,25.297807,76.1918,238.793579998748,-0.00006,0.12529,0.00002,0.02926,-0.05394
2768,984.89,31.91,69.46,0,0.09,25.297806,76.191804,238.793579998748,-0.00006,0.12529,0.00002,0.02926,-0.05394
2769,984.89,31.81,69.38,36,0.08,25.297806,76.191804,238.793579998748,-0.00006,0.12529,0.00002,0.02926,-0.05394
2770,984.89,31.5,69.76,12,0.08,25.297808,76.191807,238.793579998748,-0.00006,0.12529,0.00002,0.02926,-0.05394
2771,984.9,31.99,65.71,24,0.11,25.297806,76.1918,238.708403403128,-0.00006,0.12529,0.00002,0.02926,-0.05394
2772,984.9,31.86,69.38,12,0.09,25.297807,76.191804,238.708403403128,-0.00006,0.12529,0.00002,0.02926,-0.05394
2773,984.9,31.83,69.34,36,0.08,25.297805,76.191805,238.708403403128,-0.00006,0.12529,0.00002,0.02926,-0.05394
2774,984.9,31.77,69.59,36,0.08,25.297805,76.191805,238.708403403128,-0.00006,0.12529,0.00002,0.02926,-0.05394
2775,984.9,31.54,69.81,60,0.08,25.297807,76.191807,238.708403403128,-0.00006,0.12529,0.00002,0.02926,-0.05394
2776,984.9,31.47,66.42,72,0.11,25.297813,76.191797,238.708403403128,-0.00006,0.12529,0.00002,0.02926,-0.05394
2777,984.91,31.97,69.54,24,0.08,25.297806,76.191804,238.623227507788,-0.00006,0.12529,0.00002,0.02926,-0.05394
2778,984.91,31.97,66.27,0,0.1,25.297806,76.191805,238.623227507788,-0.00006,0.12529,0.00002,0.02926,-0.05394
2779,984.91,31.93,65.08,12,0.11,25.297804,76.1918,238.623227507788,-0.00006,0.12529,0.00002,0.02926,-0.05394
2780,984.91,31.9,64.99,36,0.1,25.297805,76.1918,238.623227507788,-0.00006,0.12529,0.00002,0.02926,-0.05394
2781,984.91,31.48,66.18,24,0.03,25.297812,76.191799,238.623227507788,-0.00006,0.12529,0.00002,0.02926,-0.05394
2782,984.91,31.48,66.41,48,0.1,25.297813,76.191797,238.623227507788,-0.00006,0.12529,0.00002,0.02926,-0.05394
2783,984.92,32,66.95,12,0.09,25.297807,76.191803,238.538052312713,-0.00006,0.12529,0.00002,0.02926,-0.05394
2784,984.92,32,65.28,12,0.11,25.297806,76.1918,238.538052312713,-0.00006,0.12529,0.00002,0.02926,-0.05394
2785,984.92,31.94,65.25,60,0.09,25.297817,76.191795,238.538052312713,-0.00006,0.12529,0.00002,0.02926,-0.05394
2786,984.92,31.88,69.41,12,0.08,25.297807,76.191805,238.538052312713,-0.00006,0.12529,0.00002,0.02926,-0.05394
2787,984.92,31.86,65.43,12,0.06,25.297813,76.191795,238.538052312713,-0.00006,0.12529,0.00002,0.02926,-0.05394
2788,984.92,31.58,69.86,24,0.07,25.297808,76.191808,238.538052312713,-0.00006,0.12529,0.00002,0.02926,-0.05394
2789,984.92,31.53,65.79,60,0.03,25.297813,76.191796,238.538052312713,-0.00006,0.12529,0.00002,0.02926,-0.05394
2790,984.92,31.52,65.89,12,0.03,25.297813,76.191796,238.538052312713,-0.00006,0.12529,0.00002,0.02926,-0.05394
2791,984.92,31.47,66.53,60,0.1,25.297813,76.191798,238.538052312713,-0.00006,0.12529,0.00002,0.02926,-0.05394
2792,984.93,31.99,65.57,72,0.11,25.297805,76.191799,238.452877817893,-0.00006,0.12529,0.00002,0.02926,-0.05394
2793,984.93,31.98,69.37,48,0.08,25.297806,76.191804,238.452877817893,-0.00006,0.12529,0.00002,0.02926,-0.05394
2794,984.93,31.95,65.09,0,0.09,25.297807,76.1918,238.452877817893,-0.00006,0.12529,0.00002,0.02926,-0.05394
2795,984.93,31.91,65.12,12,0.09,25.297805,76.191801,238.452877817893,-0.00006,0.12529,0.00002,0.02926,-0.05394
2796,984.93,31.65,65.4,24,0.06,25.297812,76.191794,238.452877817893,-0.00006,0.12529,0.00002,0.02926,-0.05394
2797,984.93,31.62,68.08,12,0.07,25.29783,76.191803,238.452877817893,-0.00006,0.12529,0.00002,0.02926,-0.05394
2798,984.93,31.54,67.59,24,0.12,25.297808,76.191803,238.452877817893,-0.00006,0.12529,0.00002,0.02926,-0.05394
2799,984.94,31.95,65.18,36,0.09,25.297808,76.1918,238.367704023313,-0.00006,0.12529,0.00002,0.02926,-0.05394
2800,984.94,31.89,65.14,12,0.1,25.297817,76.191795,238.367704023313,-0.00006,0.12529,0.00002,0.02926,-0.05394
2801,984.94,31.75,64.95,60,0.01,25.297813,76.191794,238.367704023313,-0.00006,0.12529,0.00002,0.02926,-0.05394
2802,984.94,31.75,68.54,0,0.09,25.297844,76.191827,238.367704023313,-0.00006,0.12529,0.00002,0.02926,-0.05394
2803,984.95,31.99,69.35,0,0.08,25.297806,76.191805,238.282530928964,-0.00006,0.12529,0.00002,0.02926,-0.05394
2804,984.95,31.97,65.88,0,0.1,25.297807,76.191799,238.282530928964,-0.00006,0.12529,0.00002,0.02926,-0.05394
2805,984.95,31.96,65.31,60,0.1,25.297808,76.191801,238.282530928964,-0.00006,0.12529,0.00002,0.02926,-0.05394
2806,984.95,31.92,65.11,60,0.1,25.297805,76.1918,238.282530928964,-0.00006,0.12529,0.00002,0.02926,-0.05394
2807,984.95,31.89,65.3,24,0.03,25.297813,76.191795,238.282530928964,-0.00006,0.12529,0.00002,0.02926,-0.05394
2808,984.95,31.68,68.27,0,0,25.29785,76.191825,238.282530928964,-0.00006,0.12529,0.00002,0.02926,-0.05394
2809,984.95,31.65,68.14,24,0.04,25.297852,76.191824,238.282530928964,-0.00006,0.12529,0.00002,0.02926,-0.05394
2810,984.95,31.49,67.07,48,0.12,25.29781,76.191797,238.282530928964,-0.00006,0.12529,0.00002,0.02926,-0.05394
2811,984.96,31.83,65.45,72,0.02,25.297813,76.191795,238.197358534826,-0.00006,0.12529,0.00002,0.02926,-0.05394
2812,984.96,31.8,68.7,12,0.02,25.297853,76.191828,238.197358534826,-0.00006,0.12529,0.00002,0.02926,-0.05394
2813,984.96,31.62,67.93,12,0.09,25.29782,76.191803,238.197358534826,-0.00006,0.12529,0.00002,0.02926,-0.05394
2814,984.96,31.48,66.86,48,0.12,25.297811,76.191798,238.197358534826,-0.00006,0.12529,0.00002,0.02926,-0.05394
2815,984.97,32,66.48,48,0.09,25.297808,76.191801,238.112186840893,-0.00006,0.12529,0.00002,0.02926,-0.05394
2816,984.97,31.97,65.84,24,0.1,25.297807,76.191799,238.112186840893,-0.00006,0.12529,0.00002,0.02926,-0.05394
2817,984.97,31.84,68.71,60,0.06,25.297855,76.191829,238.112186840893,-0.00006,0.12529,0.00002,0.02926,-0.05394
2818,984.97,31.84,68.82,36,0.08,25.29786,76.19183,238.112186840893,-0.00006,0.12529,0.00002,0.02926,-0.05394
2819,984.97,31.55,67.66,12,0.12,25.297808,76.191803,238.112186840893,-0.00006,0.12529,0.00002,0.02926,-0.05394
2820,984.97,31.51,67.39,0,0.13,25.297808,76.1918,238.112186840893,-0.00006,0.12529,0.00002,0.02926,-0.05394
2821,984.97,31.5,67.24,24,0.12,25.297809,76.191799,238.112186840893,-0.00006,0.12529,0.00002,0.02926,-0.05394
2822,984.98,31.97,65.24,0,0.1,25.297805,76.191799,238.027015847147,-0.00006,0.12529,0.00002,0.02926,-0.05394
2823,984.98,31.71,68.41,0,0.04,25.297845,76.191828,238.027015847147,-0.00006,0.12529,0.00002,0.02926,-0.05394
2824,984.98,31.51,67.31,48,0.12,25.297808,76.1918,238.027015847147,-0.00006,0.12529,0.00002,0.02926,-0.05394
2825,984.98,31.49,66.83,24,0.12,25.297811,76.191798,238.027015847147,-0.00006,0.12529,0.00002,0.02926,-0.05394
2826,984.98,31.49,67.16,24,0.13,25.29781,76.191797,238.027015847147,-0.00006,0.12529,0.00002,0.02926,-0.05394
2827,984.98,31.47,66.75,36,0.12,25.297812,76.191798,238.027015847147,-0.00006,0.12529,0.00002,0.02926,-0.05394
2828,984.99,31.98,65.4,60,0.09,25.297807,76.191799,237.941845553583,-0.00006,0.12529,0.00002,0.02926,-0.05394
2829,984.99,31.56,67.68,12,0.07,25.297808,76.191803,237.941845553583,-0.00006,0.12529,0.00002,0.02926,-0.05394
2830,985,31.92,65.55,0,0.12,25.297805,76.1918,237.856675960174,-0.00006,0.12529,0.00002,0.02926,-0.05394
2831,985,31.84,68.72,12,0.08,25.29786,76.19183,237.856675960174,-0.00006,0.12529,0.00002,0.02926,-0.05394
2832,985,31.79,68.52,48,0.04,25.29785,76.191825,237.856675960174,-0.00006,0.12529,0.00002,0.02926,-0.05394
2833,985,31.73,68.45,24,0.04,25.297846,76.191828,237.856675960174,-0.00006,0.12529,0.00002,0.02926,-0.05394
2834,985,31.66,68.2,24,0,25.29785,76.191825,237.856675960174,-0.00006,0.12529,0.00002,0.02926,-0.05394
2835,985.01,31.83,68.77,48,0.06,25.297858,76.191831,237.771507066923,-0.00006,0.12529,0.00002,0.02926,-0.05394
2836,985.01,31.64,68.16,24,0.05,25.29783,76.191803,237.771507066923,-0.00006,0.12529,0.00002,0.02926,-0.05394
2837,985.01,31.54,67.6,60,0.13,25.297808,76.191802,237.771507066923,-0.00006,0.12529,0.00002,0.02926,-0.05394
2838,985.02,31.87,68.84,24,0.12,25.297856,76.19183,237.686338873804,-0.00006,0.12529,0.00002,0.02926,-0.05394
2839,985.02,31.58,67.73,12,0.1,25.297809,76.191803,237.686338873804,-0.00006,0.12529,0.00002,0.02926,-0.05394
2840,985.02,31.58,67.84,48,0.09,25.297822,76.1918,237.686338873804,-0.00006,0.12529,0.00002,0.02926,-0.05394
2841,985.02,31.48,66.54,12,0.11,25.297813,76.191798,237.686338873804,-0.00006,0.12529,0.00002,0.02926,-0.05394
2842,985.03,31.78,68.59,48,0,25.29785,76.191825,237.601171380812,-0.00006,0.12529,0.00002,0.02926,-0.05394
2843,985.03,31.65,68.16,12,0,25.297849,76.191825,237.601171380812,-0.00006,0.12529,0.00002,0.02926,-0.05394
2844,985.03,31.52,67.46,12,0.12,25.297809,76.191801,237.601171380812,-0.00006,0.12529,0.00002,0.02926,-0.05394
2845,985.04,31.91,68.96,24,0.12,25.297856,76.19183,237.516004587932,-0.00006,0.12529,0.00002,0.02926,-0.05394
2846,985.04,31.88,68.84,0,0.07,25.297856,76.19183,237.516004587932,-0.00006,0.12529,0.00002,0.02926,-0.05394
2847,985.04,31.75,68.45,48,0.06,25.297845,76.191827,237.516004587932,-0.00006,0.12529,0.00002,0.02926,-0.05394
2848,985.05,31.92,68.99,48,0.14,25.297855,76.191829,237.430838495154,-0.00006,0.12529,0.00002,0.02926,-0.05394
2849,985.05,31.87,68.84,12,0.12,25.297857,76.191829,237.430838495154,-0.00006,0.12529,0.00002,0.02926,-0.05394
2850,985.05,31.64,68.11,48,0.04,25.29785,76.191818,237.430838495154,-0.00006,0.12529,0.00002,0.02926,-0.05394
2851,985.06,31.89,68.9,48,0.12,25.297856,76.19183,237.34567310246,-0.00006,0.12529,0.00002,0.02926,-0.05394
2852,985.06,31.86,68.97,0,0.08,25.29786,76.19183,237.34567310246,-0.00006,0.12529,0.00002,0.02926,-0.05394
2853,985.06,31.7,68.36,24,0.01,25.297848,76.191827,237.34567310246,-0.00006,0.12529,0.00002,0.02926,-0.05394
2854,985.07,31.96,69.1,24,0.13,25.297856,76.191832,237.260508409839,-0.00006,0.12529,0.00002,0.02926,-0.05394
2855,985.07,31.9,68.91,0,0.11,25.297856,76.19183,237.260508409839,-0.00006,0.12529,0.00002,0.02926,-0.05394
2856,985.08,31.95,69.09,24,0.14,25.297856,76.19183,237.175344417281,-0.00006,0.12529,0.00002,0.02926,-0.05394
2857,985.08,31.71,68.42,24,0.03,25.297845,76.191828,237.175344417281,-0.00006,0.12529,0.00002,0.02926,-0.05394
2858,985.09,31.98,69.14,48,0.14,25.297856,76.191831,237.090181124766,-0.00006,0.12529,0.00002,0.02926,-0.05394
2859,985.09,31.94,69.06,36,0.13,25.297856,76.19183,237.090181124766,-0.00006,0.12529,0.00002,0.02926,-0.05394
2860,985.11,32.04,69.31,36,0.14,25.297856,76.191829,236.919856639833,-0.00006,0.12529,0.00002,0.02926,-0.05394
2861,985.11,31.99,69.12,24,0.14,25.297856,76.191831,236.919856639833,-0.00006,0.12529,0.00002,0.02926,-0.05394
2862,985.11,31.92,69.02,12,0.13,25.297856,76.19183,236.919856639833,-0.00006,0.12529,0.00002,0.02926,-0.05394
2863,985.12,32.02,69.27,60,0.14,25.297855,76.19183,236.83469544739,-0.00006,0.12529,0.00002,0.02926,-0.05394
2864,985.13,32.06,69.37,24,0.13,25.297856,76.191829,236.749534954941,-0.00006,0.12529,0.00002,0.02926,-0.05394
2865,985.13,31.93,69.02,0,0.14,25.297856,76.19183,236.749534954941,-0.00006,0.12529,0.00002,0.02926,-0.05394
2866,985.13,31.9,68.94,36,0.12,25.297856,76.19183,236.749534954941,-0.00006,0.12529,0.00002,0.02926,-0.05394
2867,985.14,32.05,69.21,12,0.14,25.297856,76.191829,236.664375162476,-0.00006,0.12529,0.00002,0.02926,-0.05394
2868,985.15,32.07,69.3,36,0.13,25.297856,76.191829,236.579216069977,-0.00006,0.12529,0.00002,0.02926,-0.05394
2869,985.15,32.03,69.32,60,0.14,25.297855,76.191829,236.579216069977,-0.00006,0.12529,0.00002,0.02926,-0.05394
2870,985.15,31.96,69.14,24,0.13,25.297857,76.191832,236.579216069977,-0.00006,0.12529,0.00002,0.02926,-0.05394
2871,985.16,32.08,69.33,60,0.14,25.297856,76.191829,236.494057677442,-0.00006,0.12529,0.00002,0.02926,-0.05394
2872,985.17,31.99,69.17,72,0.13,25.297856,76.191831,236.408899984847,-0.00006,0.12529,0.00002,0.02926,-0.05394
2873,985.19,32.02,69.25,12,0.13,25.297855,76.19183,236.238586699443,-0.00006,0.12529,0.00002,0.02926,-0.05394
2874,985.19,32,69.24,36,0.13,25.297855,76.19183,236.238586699443,-0.00006,0.12529,0.00002,0.02926,-0.05394
2875,985.2,32.1,69.48,0,0.13,25.297855,76.19183,236.15343110661,-0.00006,0.12529,0.00002,0.02926,-0.05394
